QWEN 2 обычная 8б турбо

"У меня последнее время сильно болит глаз, слезятся и краснеют. Что это может быть?","Боль в глазах, слезотечение и покраснение могут быть признаками многих заболеваний, поэтому сложно сказать точно, что у Вас. Возможно, это аллергия, конъюнктивит, кератит или другие проблемы. Рекомендую Вам обратиться к офтальмологу для точного диагноза и лечения. Специалист проведет осмотр, назначит необходимые обследования и подберет подходящий курс терапии. Не занимайтесь самолечением, так как это может ухудшить состояние.","Боли в глазу, слезотечение и покраснение могут быть признаками различных состояний, от банального переутомления глаз до инфекционных заболеваний. Без осмотра специалиста трудно определить точную причину. Рекомендую Вам обратиться к офтальмологу, чтобы он провел осмотр, исключил серьезные заболевания и назначил соответствующее лечение. Пока что можно приложить к глазу холодный компресс, использовать искусственные слезы и избегать зрительной нагрузки.",0.5324032926542538
У меня повышены лейкоциты в крови. Что это может значить?,"Повышение лейкоцитов в крови, называемое лейкоцитозом, может быть вызвано различными причинами, как инфекционными, так и неинфекционными.  Чаще всего это реакция организма на инфекцию, воспаление или стресс.  Однако, повышенный уровень лейкоцитов может быть и признаком некоторых заболеваний, таких как лейкемия или лимфома. Для точной диагностики необходимо учесть все ваши симптомы, историю болезни и результаты других лабораторных исследований. Необходимо обратиться к врачу,  который назначит дополнительные обследования и определит причину лейкоцитоза.","Повышенный уровень лейкоцитов в крови, также известный как лейкоцитоз, может быть признаком различных состояний, от легких инфекций до более серьезных заболеваний.  Для точного выяснения причины повышенного уровня лейкоцитов необходимо обратиться к врачу. Врач, основываясь на Ваших жалобах, анамнезе и других результатах обследования, сможет назначить дополнительные анализы и определить причину лейкоцитоза.  Не занимайтесь самолечением, так как без точного диагноза назначение препаратов может быть неэффективным или даже вредным.",0.6364535835685671
У меня ощущение дискомфорта и покалывания в левом плече после падения с велосипеда. Что это может быть?,"Дискомфорт и покалывание в плече после падения могут быть признаками различных травм, от растяжения мышц до повреждения нервов или даже костей.  Без осмотра врача сложно сказать точно, что у Вас случилось.  Важно оценить характер боли: острая, тупая, ноющая.  Также важно отметить, есть ли ограничение движений, краснота, припухлость или другие необычные ощущения.   Рекомендую Вам обратиться к травматологу для диагностики и назначения лечения.  Врач проведет осмотр, возможно, назначит рентген или другие исследования, чтобы определить характер травмы и подобрать подходящий курс лечения.","Разрыв связок или сухожилий, ушиб или вывих.",1.4470094171090447e-06
"У меня последнее время стали часто мутнеть перед глазами, особенно когда я читаю или смотрю в монитор. Что это может быть и что мне делать?","Муть в глазах может быть вызвана различными причинами, такими как усталость глаз, сухость, повышенное внутриглазное давление или рефракционные ошибки.  Чтобы точно определить причину, Вам необходимо обратиться к офтальмологу. Врач проведет осмотр,  и, возможно, назначит дополнительные обследования, например, проверку глазного давления или исследование зрения.  Пока что, попробуйте чаще отдыхать от чтения и работы за компьютером, следите за влажностью глаз и делайте гимнастику для глаз. ","Это может быть связано с утомлением глаз или неправильной постановкой головы.  Однако, для точной диагностики и назначения лечения, необходимо обратиться к офтальмологу.  Врач проведет осмотр,  и если потребуется, назначит дополнительные обследования, такие как  оптическая когерентная томография (ОКТ) или электроокулография (ЭОГ).",0.3758787808567394


microsoft/Phi-3.5-mini-instruct

"У меня покраснели глаза и немного щиплет, что это может быть?","Покраснение и щипание глаз могут быть вызваны различными причинами, от сухости глаз до аллергии.  Важно не заниматься самолечением.  Вам следует обратиться к офтальмологу для точной диагностики и назначения соответствующего лечения. Врач сможет осмотреть Ваши глаза, выяснить причину дискомфорта и назначить подходящие капли или мази.  В домашних условиях можно приложить к глазам холодный компресс, чтобы уменьшить покраснение."," Покраснение глаз и щиплецовые ощущения могут быть признаками раздражения, сухости глаз, аллергии, инфекции или усталости глаз. Чтобы точно определить причину, необходимо предоставить дополнительную информацию или обратиться к офтальмологу.",0.2865019621861372
"У меня последнее время сильно болит глаз, слезятся и краснеют. Что это может быть?","Боль в глазах, слезотечение и покраснение могут быть признаками многих заболеваний, поэтому сложно сказать точно, что у Вас. Возможно, это аллергия, конъюнктивит, кератит или другие проблемы. Рекомендую Вам обратиться к офтальмологу для точного диагноза и лечения. Специалист проведет осмотр, назначит необходимые обследования и подберет подходящий курс терапии. Не занимайтесь самолечением, так как это может ухудшить состояние."," Точные причины, это могут быть различные заболевания, от банальной усталости глаз до инфекционных заболеваний. Для точного диагноза и назначения лечения необходимо обратиться к офтальмологу.",0.19792485204098428
У меня повышены лейкоциты в крови. Что это может значить?,"Повышение лейкоцитов в крови, называемое лейкоцитозом, может быть вызвано различными причинами, как инфекционными, так и неинфекционными.  Чаще всего это реакция организма на инфекцию, воспаление или стресс.  Однако, повышенный уровень лейкоцитов может быть и признаком некоторых заболеваний, таких как лейкемия или лимфома. Для точной диагностики необходимо учесть все ваши симптомы, историю болезни и результаты других лабораторных исследований. Необходимо обратиться к врачу,  который назначит дополнительные обследования и определит причину лейкоцитоза."," Этот повышенный уровень лейкоцитов в крови, или лейкоцитоз, может указывать на наличие воспаления или инфекции в организме. Это может быть вызван различными причинами, от банальных инфекций до более серьезных заболеваний. Точный диагноз требует оценки ваших симптомов, истории болезни и, возможно, дополнительных обследований вашим врачом. Не занимайтесь самолечением и не паникуйте, общими для этого случая следует обратиться к специалисту.",0.515680472525029
